objectid,city_name,city_altnm,lat,lng
20681,Tanjung Selor,Tanjung Selor,2.83720966700002,117.364199919
20682,Tarakan,Tarakan,3.30291921150001,117.589514092
20683,Beaufort,Beaufort,5.34730314699999,115.745498525
20684,Keningau,"Kgu, Kaningow, Kengingan",5.337803689,116.160198705
20685,Buol,"",1.15866303600001,121.436191542
20686,Kudat,"Kud, Kudat",6.88714205799999,116.848852729
20687,Lamitan,"",6.65804389300001,122.137004966
20688,Isabela City,Isabela City,6.70552768499999,121.972638687
20689,Dapitan,"",8.654955126,123.424323314
20690,Sipalay,"",9.75004331899999,122.401977302
20691,Tanjay,"",9.516206345,123.157339486
20692,Bais,"",9.591459515,123.121344144
20693,La Carlota,"",10.425359854,122.922485517
20694,Guihulngan,"",10.119914695,123.272822479
20695,Canlaon,"",10.386610524,123.224492691
20696,Passi,Passi,11.116300321,122.646042731
20697,Victorias,"",10.896264787,123.072672358
20698,Escalante,"",10.841270528,123.499261485
20699,Ternate,Ternate,0.785236675000021,127.383194434
20700,Tobelo,"",1.72628604400001,127.999943727
20701,Tacurong,Tacurong,6.68843676,124.678656808
20702,Tangub,"",8.06318072400001,123.752137875
20703,Samal,"",7.07819804799999,125.712036771
20704,Bislig,Bislig,8.21160357299999,126.316645116
20705,Oroquieta,"",8.48453206200003,123.80584677
20706,El Salvador,"",8.56069403999999,124.522763992
20707,Tagbilaran,Tagbilaran,9.64055429899997,123.856573417
20708,Bayugan,"",8.71438186500001,125.748153612
20709,Tandag,"",9.07998726,126.19745864
20710,Talisay,"",10.245738643,123.847933454
20711,Maasin,"",10.133585635,124.846069573
20712,Bogo,"",11.053057598,124.011035238
20713,Masbate City,Masbate City,12.371088312,123.623919938
20714,Tayabas,"",14.026343045,121.591832359
20716,Balanga,Balanga,14.679564677,120.540965473
20717,Alaminos,"",16.156570693,119.980452433
20718,Muñoz,"",15.71313364,120.904176878
20719,Tagaytay,"",14.114979156,120.963554117
20720,Palayan,Palayan,15.540865396,121.084297587
20721,Candon,"",17.195404632,120.447914881
20722,Vigan,Vigan,17.572961975,120.386791649
20723,Batac,"",18.056646851,120.563955872
20724,Catbalogan,Catbalogan,11.775317927,124.882951411
20725,Borongan,"",11.608580159,125.435323986
20726,Munshiganj,"",23.551698727,90.534588705
20727,Siddhirganj,"Siddhirganj, Sidhirganj",23.691265615,90.514896791
20728,Dhamrai,"",23.912219145,90.268329374
20729,Sylhet,"Jalalabad, Rajnagar, Rājnagar",24.899037812,91.871978334
20730,Hakha,"",22.641811336,93.6086115065
20731,Shwebo,"",22.569956037,95.698482535
20732,Muse,"",23.989884304,97.901650362
20733,Naidong,"Chetang, Chethang, Naidong",29.243008242,91.772389271
20734,Lhasa,"Lxa, La-Sa-Shih, Lasa",29.649999955,91.099997723
20735,Nagqu,"Hei-Ho, Hei-Ho-Chen, Kheykhe",31.476775935,92.05728752
20736,Baise,"Aeb, Baicheng Jiedao, Baise",23.8997182,106.613328617
20737,Yunfu,"Jun'Fu, Tung-An, Wanfow",22.928329964,112.039539795
20738,Meizhou,"Chia-Ying, Kaying, Mxz",24.288588492,116.117678391
20739,Wuzhou,"Ng-Chiu-Su, Ngo Chau, Ngouzcouh",23.4794881875,111.286243862
20740,Xi'An,"Ch'Ang-An, Xi An Shaanxi",34.258326224,108.928608953
20741,Tongchuan,"Tongchuan, Tongchuan Shi, Tong Chuan",34.898799412,108.950559856
20742,Weinan,"Vehjnan', Vejnan, Veynan",34.503548147,109.508908405
20743,Shuozhou,"Shohchow, Shohsien, Shosyan'",39.315827021,112.422497114
20744,Wuhai,"Hai-P'O-Wan-Shih, Hai-Po-Wan, Hai-P’O-Wan-Shih",39.684415902,106.815827728
20745,Dalanzadgad,"Dlz, Dalan Dsadagad, Dalan Dzadagad",43.57082834,104.424997224
20746,Jiāngmén,"Chiang-Men, Chiang-Men-Ch'Eng, Chiang-Men-Ch’Eng",22.583329979,113.083328213
20747,Qingyuan,"Ch'Ing-Yuan, Ch'Ing-Yuan-Hsien, Ch’Ing-Yüan",23.699995576,113.033328932
20748,Heyuan,"Che-Juean, Che-Jüan, Ha Nguyen",23.73332693,114.683327688
20749,Shanwei,"San Vi, San-Mi-Su, San-Mî-Sṳ",22.781986107,115.347497773
20750,Zhangzhou,"Cang-Cou, Chang-Chou, Chang-Chou-Shih",24.513326506,117.65555564
20751,Longyan,"Lcx, Leng-Na-Chhi, Liung-Ngam-Su",25.107215898,117.022498419
20752,Ji'An,"Chi-An, Chi-An-Shih, Czian'",27.117159074,114.979268889
20753,Sanming,"Sam-Beng-Chhi, Sam-Bêng-Chhī, Sam-Min-Su",26.248608888,117.618606302
20754,Tainan,"Gjai Nam, Gorad Tajnan', Kota Tainan",22.99082569,120.213326411
20755,Kaohsiung,Gaoxiong,22.616256334,120.313329472
20756,Taichung,Taizhong,24.146897614,120.683898345
20757,Hsinchu,"Hsz, Hsin-Chu, Hsin-Chu-Hsien",24.803606731,120.968607595
20758,Taipei,"Gjai Bac, Kota Taipei, Pan Kiao",25.047757659,121.531847622
20759,Keelung,"Chi-Lung, Chi-Lung-Shih, Chilung",25.128248806,121.7418977
20760,Nanping,"Lam-Peng-Chhi, Lâm-Pêng-Chhī, Nam Binh",26.644998647,118.173606866
20761,Fuzhou,Fuzhou Fujian,26.061387209,119.306107894
20762,Ningde,"Jiaocheng, Ning-Te, Ning-Te-Hsien",26.661666574,119.522777443
20763,Gudiyatham,"",12.946005788,78.873767398
20764,Huangshi,"Chuang-S, Chuang-Š, Hsd",30.247057334,115.048136587
20765,Ezhou,"E'Zhou, E'Zhou Shi, E’Zhou",30.39606968,114.886546796
20766,Jingdezhen,"Ching-Te-Chen, Ching-Te-Chen-Shih, Czindehchzhehn'",29.294699515,117.207888605
20767,Jiujiang,"Chiu-Chiang, Chiu-Chiang-Hsien, Chiu-Chiang-Shih",29.704746715,116.002055899
20768,Anqing,"Aqg, An Khanh, An Khánh",30.513649663,117.047225811
20769,Tongling,"",30.933326821,117.816668433
20770,Lishui,"Ch'U-Chou, Chuchow, Chuchowfu",28.460416677,119.910288741
20771,Taizhou,Taizhou Zhejiang,28.66265929,121.433118056
20772,Zhoushan,"Chzhoushan', Dinghai Qu, Hsn",29.988686468,122.204878168
20773,Wuhu,"Ouhu, Ukhu, Vu Ho",31.337276548,118.373509488
20774,Zhenjiang,Zhenjiang Jiangsu,32.210857712,119.45507974
20775,Zhangjiagang,"",31.9363395855,120.4099640385
20776,Munchon,"Bumpyo, Bunhei-Ri, Bunpeiri",39.23388688,127.359718037
20777,Jeju,"Cju, Chedzhu, Cheju",33.50971851,126.521938715
20778,Jincheng,"Chin-Ch'Eng, Chin-Ch'Eng-Hsien, Chin-Ch’Eng",35.502219763,112.832778313
20779,Changzhi City,"Cih, Cangdzi, Cangi",36.18388577,113.105279116
20780,Yangquan,"Yang-Ch'Uan, 阳泉, 阳泉市",37.857495923,113.563327605
20781,Jinan,Ji Nan Shandong,36.668326643,116.99721753
20782,Tongliao,"Bayan Tala, Horqin Qu, Ke'Erqin Qu",43.612498158,122.265276903
20783,Jeonju,"Chn, Chenju, Chondzhu",35.821938859,127.148889463
20784,Cheongju-Si,"Cjj, Cheongju, Cheongju-Si",36.63721828,127.489717967
20785,Aioi,"Aioi, Aioi-Shi, O",34.80360683,134.468057831
20786,Manpo,"Mampochin, Manhochin, Manp'O",41.154716948,126.289438236
20787,Hoeryong,"Hoenyong, Hoenyŏng, Hoeryong",42.442777793,129.75082754
20788,Toba,"Toba, Niao Yu Shi, Тоба",34.483298236,136.841855909
20789,Tahara,"Tahara-Chhi, Tahara-Chhī, Takhara",34.666667931,137.266667544
20790,Gamagori,"Gamagori, Gamagori-Chhi, Gamagôri-Chhī",34.833329199,137.233327191
20791,Maizuru,"Maidsuru, Maiduru, Maizuru",35.449997492,135.333327532
20792,Miyazu,Miyazu,35.533869413,135.19453884
20793,Shimoda,"Shimoda, Simoda, Simoda-Chhi",34.6741494025,138.943064394
20794,Tateyama,"Hojo, Hōjō, Tatejama",34.983327041,139.86666613
20795,Tsetserleg,"Cecerleg, Cecerlegas, Cehcehrlehg",47.474997701,101.454168766
20796,Sado,"Japonija, Sado, Zuo Du",38.024958188,138.359307747
20797,Choshi,"Choshi, Chosi, Tyosi",35.733329748,140.833329386
20798,Kitaibaraki,"Kitaibaragi, Kitaibaraki",36.793642053,140.7411112115
20799,Soma,"Soma, Sōma, Xiang Ma",37.792826707,140.929408464
20800,Gulbarga,Kalaburagi,17.335826516,76.837566837
20801,Khovd,"Chirgalantu, Chzhirgalantu, Djirgalantu",48.005558871,91.641939344
20802,Ulaangom,"Ulaan Goom, Ulaanggom, Ulaangom",49.981108698,92.066669979
20803,Altai,"Altai, Altaj, Altay",46.372219042,96.258329577
20804,Bulgan,"Bulagan, Bulagan Suma, Bulagan Sumu",48.812499829,103.534716633
20805,Erdenet,"Ehrdehneht, Ehrdehneht Khot, Erdenet",49.033327359,104.083327224
20806,Choir,"Chojr, Choyr, Sumber",46.361108591,108.361107444
20807,Zuunmod,"",47.706926682,106.952757627
20808,Undurkhaan,"Ondorkhaan, Tsetsen Khan, Tsetsen Khan'S Palace",47.319437884,110.655557371
20809,Baruun-Urt,"Baruun Urta, Baruun-Urt, Burunurt",46.680557688,113.279167353
20810,Choibalsan,"Bain Tumen, Baintomenhashu, Baintōmenhashū",48.072568077,114.53263685
20811,Anjara,عنجره,32.310392775,35.771075625
20812,Arihah,"Ariha, Arihah, Arīḩah",35.813739895,36.609637943
20813,Al-Shatrah,"Ash Shatrah, Ash Shaţrah, Shatra",31.409055732,46.17269896
20814,Melaka City,"Bandaraya Melaka, Mkz, Malaca",2.20210053300002,102.2508360245
20815,Ōita,"Oit, Oita, Oita-Shi",33.233329724,131.599999922
20816,Yeosu-Si,"Josu, Rsu, Yoch'On",34.762778509,127.665275696
20817,Pohang-Si,"Geijitsu, Hoko, Hoko-Do",36.029167449,129.364805735
20818,Chuncheon-Si,"Cchuncchon, Ch'Unch'On, Ch'Unch'Ŏn",37.874717347,127.734165893
20819,Merca,Merca,1.71483575899998,44.769932569
20820,Mandalgobi,"Mxw, Mandal Gobi, Mandalgov'",45.762498719,106.270826121
20821,Maliq,"Malik, Maliq, Maliqi",40.708643241,20.699618124
20822,Río Gallegos,"Gallegos, Puerto Gallegos, Puerto Rio Gallegos",-51.623292181,-69.216028016
20823,Coyhaique,"Coyhaique, Gxq, Kojajke",-45.571180401,-72.068486309
20824,San José,"Ciudad De San Jose, Ciudad De San José, San Chose De Majas",-34.339676577,-56.713866227
20825,Nueva Loja,"",0.0849557440000126,-76.883504031
20826,Santa Bárbara De Barinas,"",7.81371176900001,-71.17513628
20827,Araure,"",9.59313298400002,-69.227284074
20828,Santo Tomas De Castilla,"Matias De Galvez, Matías De Gálvez, Puerto Santo Tomas De Castilla",15.686713391,-88.611132453
20829,Barahona,"",18.210188858,-71.101232537
20830,Caicara Del Orinoco,"Cxa, Caicara, Caicara De Orinoco",7.63369589799998,-66.162594651
20831,Las Mercedes Del Llano,"",9.10715602099998,-66.399472012
20832,Río Chico,"Rio Chico, Río Chico",10.31896984,-65.979846279
20833,Lechería,"",10.189740675,-64.692488043
20834,Attécoubé,"",5.351086237,-4.03535475500001
20835,Madina Gounass,"",13.138885562,-13.760137472
20836,Galway,"Gwy, Gaillimh, Galway",53.274412191,-9.04906322900001
20837,Pati,"",-6.75341442799999,111.039998181
20838,Karangasem,Karangasem,-8.44642526199999,115.613557161
20839,Bima,Bima,-8.45351685499998,118.727622196
20840,Likisá,"Likisa, Likisia, Liquica",-8.58767005300001,125.342089941
20841,Whanganui,"Vanganui, Вангануи",-39.934749412,175.053900042
20842,Ebebiyín,"Ebebiin, Ebebijinas, Ebebiyin",2.15373626500002,11.337081481
20843,N'Délé,"",8.41114767599998,20.648472924
20844,Maïné-Soroa,"",13.21515669,12.028081891
20845,Goz Amer Refugee Camp,"",12.000746996,21.742510024
20846,Bredjing Refugee Camp,"",13.472806671,21.698773756
20847,Bardera,"",2.337244876,42.284930792
20848,Hudur,Hudur,4.12370412299998,43.891556223
20849,Shashamane,"Sciasciamanna, Sciasciamanne, Shashamana",7.20101434499998,38.59536177
20850,Ambo,"Agere Hiywet, Ambo, Hagere Hiwot",8.98210397700001,37.855440551
20851,Ed Dueim,"Ad Diwem, Ad Douiem, Ad Duwaym",13.997186999,32.309459936
20852,"Ad Dali,Ad Dāli","Ad Dali, Ad Dāli",12.866115969,33.413337389
20853,Al Managil,"Al Manaqil, Al Manāqil, El Managil",14.246743665,32.985853622
20854,Rufaah,"Rufa`A, Rufa`Ah, Rufā‘A",14.767769137,33.365999082
20855,Al Dabbah,"Ad Dabba, Ad Dabbah, Al Dabbah",18.043987956,30.951189961
20856,Agadi,Aqadi,11.805638837,34.075424591
20857,Garabin,"Al Qarabin, Al Qarābīn",12.115981484,33.816301659
20858,Wad An Nail,"Wad An Nayal, Wad An Nayyal, Wad An Nayāl",12.513908985,34.112331368
20859,El Hawata,"Al Hawatah, Al Hawwata, Al Ḩawātah",13.417625836,34.633676525
20860,Jubayt,"Gabet, Gebeit, Jubayt",18.952247966,36.834480991
20861,Ain Beida,Ain Beida,35.795283834,7.38943458300002
20862,Vlora,"Au'Lon, Au’Lon, Avlon",40.469590775,19.483772694
20863,Tepelena,"Tepelen, Tepelene, Tepeleni",40.298225783,20.020873231
20864,Këlcyrë,"Kel'Cira, Kelcyra, Kelcyre",40.313507417,20.192283653
20865,Çorovodë,"Cerevoda, Cerevode, Cerevodë",40.503622895,20.228349558
20866,Korça,"Corce, Corcë, Coritsa",40.615891279,20.777201858
20867,Lushnja,"Liusne, Liušnė, Ljushna Cod A Gomares",40.941952929,19.705864462
20868,Sallum,السلوم,31.551617788,25.154212585
20869,Sheikh Zayed City,مدينة الشيخ زايد,30.048346923,30.983223499
20870,Sidi Abdel Rahman,سيدى عبد الرحمن,30.965152619,28.743252161
20871,Shubra Khit,شبراخيت,31.028535481,30.713066378
20872,El Mahalla El Kubra,المحلة الكبرى,30.972351668,31.168300196
20873,Wadi Musa,وادي موسى,30.321656729,35.480088819
20874,Acre,"Accho, Acre, Acre - עכו",32.927984289,35.07715945
20875,Adlon,عدلون,33.40421134,35.27392426
20876,Al-Manathera,"Abu Sukhair, Abu Sukhayir, Abu Sukhayr",31.904602948,44.488896659
20877,Pyin Oo Lwin,"",22.033333062,96.466666944
20878,Al-Qassim,"Al Qasim, Al Qāsim, Al'-Kasim",32.297992989,44.682815929
20879,Al Showmaly,"Al-Showmaly, Ash Shawmali, Ash Shawmalī",32.327115996,44.916496432
20880,Saddat Al Hindiyah,"Al Hindiyah, Al Hindīyah, Hindiya",32.7151355,44.27927599
20881,Abu Gharaq,"Abu Gharaq, Abū Gharaq, Nahiyat Abi Gharaq",32.527106948,44.343965926
20882,An Nil,"An Nil, An Nīl, Nahiyat An Nil",32.541245626,44.545895026
20883,Salamiyah,"As Salamiyah, As Salamīyah, Salamias",35.011745956,37.054634863
20884,Maarrat Al-Nu'Man,"Ma`Arat An Na`Man, Ma`Arrat An Nu`Man, Ma`Arret En Nu`Man",35.647078794,36.677706125
20885,Al-Tabqah,"At Tabaqah, Aţ Ţabaqah, Altbqt",35.832364787,38.541469653
20886,Kırşehir,"Gorad Kyrshehkhir, Justinianopolis, Kirsechir",39.146114164,34.16055866
20887,Haditha,"Al Hadithah, Al Ḩadīthah, Haditha",34.135259394,42.377836645
20888,Baiji,"Baiji, Bajdzhi, Bayji",34.930699993,43.493106949
20889,Gümüşhane,"Argyroupoli, Gjumjushane, Guemueshane",40.461784374,39.475733848
20890,Ağrı,"Aji, Aari, Aarı",39.720131788,43.050038793
20891,Iğdır,"""Gdur, Igd, Idir",39.921566775,44.046772389
20892,Buhoodle,"",8.22812496500001,46.325063945
20893,Erigavo,Erigavo,10.61805995,47.369999939
20894,Miryalaguda,"",16.871318798,79.562477298
20895,Nariyah,"An Nu`Ayriya, An Nu`Ayriyah, An Nu‘Ayrīya",27.470555969,48.473055966
20896,Abu Al-Khaseeb,"Abi Al Khasib, Abi Al Khusayb, Abu Al Khasib",30.447471862,47.97577366
20897,Bandar Ganaveh,"Bandar Ganaveh, Bandar Ganāveh, Bandar-E Ganaveh",29.582043377,50.51829499
20898,Al-Rumaitha,"Al-Rumitha, Ar Rumaythah, Rumaith",31.529077593,45.210912541
20899,Al Qurna,"Al Qurna, Al Qurnah, Qurnah",31.015007927,47.433619925
20900,Muglad,"Al Mijlad, Al Mujlad, El Muglad",11.03236988,27.754517582
20901,Ar Rustaq,"Ar Rustaq, Ar Rustāq, Mnh",23.393864475,57.429165859
20902,Bazyan,"Mujama` Bazyan Al `Asri, Mujama‘ Bāzyān Al ‘Aşrī, مجمع بازيان العصري",35.594703969,45.136860941
20903,Halabja,"Alabja, Halabdscha, Halabia",35.179206156,45.987368298
20904,Qaladiza,"Dizah, Qal`At Dizah, Qala Diza",36.180875939,45.124140984
20905,Qala I Naw,"",34.987590867,63.129038974
20906,Hairatan,"",37.222132026,67.424860739
20907,Khost,"",33.339140195,69.92063586
20908,Tamghas,"Gulmi Tamghas, Gulmi Tanghas, Gulmi Tanghās",28.068786983,83.247985958
20909,Itahari,"Itahari, Ithari, Titahari",26.662607055,87.274675879
20910,Ali Area,"Ali Diqu, Ngq, Ni-K'O-Li",32.504409592,80.10475936
20911,Maidan Shar,"",34.393125795,68.864105263
20912,Charikar,"",35.013173143,69.174161752
20913,Samangan,"",36.268380829,68.02223177
20914,Puli Khumri,"",35.940392767,68.716636824
20915,Asdabad City,"",34.87279504,71.15083203
20916,Kulob,"",37.916137767,69.781538177
20917,Wad Banda,"Wad Banda, Wad Bandah",13.093146774,27.943200257
20918,Carlsbad,"Carlsbad, Gorad Karlavy Vary, Klv",50.23046932,12.871076883
20919,Tuyên Quang,"Thanh Pho Tuyen Quang, Thành Phố Tuyên Quang, Tuyen Kang",21.82622512,105.213283153
20920,Padang Sidempuan,Padang Sidempuan,1.372695943,99.272717154
20921,Rạch Giá,"Gorad Rac'Zja, Lit-Ka-Su, Li̍T-Ka-Sṳ",10.019002648,105.082224721
20922,Vĩnh Long,"Vinh Long, Vĩnh Long",10.254428096,105.966966452
20923,Thủ Dầu Một,"Phu Cuong, Phú Cường, Thu Dau Mot",10.980843472,106.65374825
20924,Ahtaung,"",17.349058194,95.334394537
20925,Houayxay,ຫ້ວຍຊາຍເຫນືອ,20.279307338,100.412217361
20926,Gia Nghĩa,"Gia Nghia, Gia Nghĩa, Nghia Duc",12.00036059,107.694415257
20927,Đà Nẵng,Da Nang,16.067981356,108.211939524
20928,Tam Kỳ,"Tam Ky, Tam Kỳ, Tanky",15.575004247,108.474092598
20929,Đồng Hới,"Dong Hoi, Dongkhoj, Gjong Hoi",17.469504885,106.617778067
20930,Hà Tĩnh,"Ha Tin, Ha Tinh, Hà Tĩnh",18.34527446,105.901948197
20931,Hòa Bình,"Hao Binh, Hoa Bin, Hoa Binh",20.813001386,105.345297374
20932,Ninh Bình,"Nin Bin, Nin' Bin', Ninbinh",20.254542083,105.976485361
20933,Phủ Lý,"Fu Li, Ha-Nam, Phu Ly",20.544603039,105.91593072
20934,Hưng Yên,"Hong-Yen, Hung Yen, Hưng Yên",20.649098298,106.050995032
20935,Thái Bình,"Kua Loc, Taibinh, Thai Bin",20.449287976,106.342489293
20936,Uông Bí,"Thanh Pho Uong Bi, Thành Phố Uông Bí, Uong Bi",21.041469184,106.774026046
20937,Bắc Ninh,"Bac Ninh, Bacht Ninh, Bak Nin",21.184124146,106.071879465
20938,Thái Nguyên,"Taj-Nguen, Thai Nguyen, Thanh Pho Thai Nguyen",21.592476974,105.843539743
20939,Bắc Giang,"Bac Giang, Bắc Giang, Phu Lang Thong",21.277931222,106.193881335
20940,Bắc Kạn,"Bac Can, Bac Kan, Bak Kan",22.149491488,105.837247951
20941,Lạng Sơn,"Lang Son, Lạng Sơn, Thanh Pho Lang Son",21.850518641,106.766226769
20942,Dongfang,"Basuo, Basuo Zhen, Dongfang Shi",19.097928545,108.64823527
20943,Halong,"Ha Long, Hon Cay, Hon Gai",20.952836425,107.080000297
20944,Fatikchhari Upazila,Fatikchari,22.683955497,91.789213688
20945,Mogok,"",22.922695988,96.505134935
20946,Changdu,"Bpx, Ch'A-Mu-To, Ch'Ang-Tu",31.13804798,97.178987647
20947,Ha Giang,"Ha Giang, Hà Giang, Thanh Pho Ha Giang",22.827431216,104.986614447
20948,Cao Bằng,"Cao Bang, Cao Bằng, Cao Pang",22.666662039,106.258803869
20949,Chiayi,"Chia-I, Chia-I-Hsien, Chia-I-Shih",23.481108855,120.453541135
20950,Jiyuan,"Chi-Yuan, Chi-Yuan-Hsien, Chi-Yüan",35.094545246,112.581052067
20951,Uliastai,"Chdzibkhalantu, Chzhibgalantu Somon, Chzhibkhalantu",47.741555374,96.847480778
20952,Bayankhongor,"Byn, Bajankhongor, Bayanhongor",46.193256338,100.715306058
20953,Sukhbaatar,"Suehbaatar, Suhbaatar, Suhe Baatar",50.235890819,106.20949439
20954,Guna,"",24.646908419,77.311297757
20955,Sault Ste. Marie,"Sault Marija, Sault Sainte Marie",46.523909929,-84.320068002
20956,Haiphong,Hai Phong,20.858863975,106.674959075
20957,Monte Grande,"E. Echeverria, E. Echeverría, Esteban Echeverria",-34.819692078,-58.465976435
20958,Ituzaingó,"Ituzaingo, Ituzaingó",-34.658329378,-58.667144123
20959,Paso Carrasco,Paso De Carrasco,-34.858432061,-56.042788847
20960,Río Branco,"Artigas, La Cuchilla, Rio Branco",-32.588689041,-53.378083173
20961,Águas Lindas De Goiás,"",-15.739228361,-48.279335766
20962,Santa Teresa Del Tuy,Santa Teresa,10.238856699,-66.672260884
20963,Happy Valley,"Happy Valley-Goose Bay, Yyr, הפי וואלי-גוס ביי",53.296435139,-60.311189554
20964,Kuito,"Bie, Bihe, Bihé",-12.383131932,16.942548379
20965,En Nahud,"An Nahud, An Nahūd, An Nuhud",12.692158957,28.422102977
20966,Tambool,"Tambul, Tambūl",14.926789682,33.422565948
20967,El Suki,"As Suki, As Sūkī, Es Suki",13.324617556,33.890455853
20968,Marj Al-Hamam,مرج الحمام,31.901652099,35.851749279
20969,Afula,"Afula Illit, Upper Afula, `Afula `Elit",32.607558634,35.289086033
20970,Carmiel,"Carmiel, Karmi'El, Karmiehl'",32.915910328,35.293428949
20971,Corinth,"Aebura, Corint, Corinth",37.938693552,22.928044648
20972,Muharraq,"Al Muharrak, Al Muharraq, Al Muḩarraq",26.246594593,50.616412627
20973,Saihat,"As Saihat, As Saihāt, As Sayhat",26.474999946,50.041666951
20974,Bint Jbeil,بنت جبيل,33.1189362,35.434112823
20975,Umm Al Quwain,"Oumm Al Qaiwain, Oumm Al Qaïwaïn, Um Al Kawain",25.552043442,55.547497663
20976,Ahmadi,"Ahmad, Ahmadi, Ahmedi",29.089068699,48.061023567
20977,Sumail,"Sama'Il, Samā’Il, Sumayil",23.306500066,57.998067336
20978,Fujairah,"Al Fujayrah, Al-Fudjayra, Al-Fujayrah' Emiraat",25.122094557,56.334246564
20979,Dashoguz,"Dashhowuz, Dashkhovuz, Dashoguz",41.8394375,59.977788293
20980,Shigatse City,"Gigatze, Hsi-Ko-Tzu, Hsi-Ko-Tzü",29.276125872,88.880702842
20981,Gunungsitoli,"",1.290056832,97.615076779
20982,Bạc Liêu,"Bac Lieu, Bac-Lien, Bach Lieu",9.28248816899998,105.72606846
20983,Chau Doc,"Angiang, Chau Doc, Chau Phu",10.710181425,105.118867468
20984,Đồng Xoài,"Ap Dong Xoai, Don Luan, Dong Xoa",11.538958278,106.904737719
20985,Phan Rang - Tháp Chàm,"Pha, Phan Rang, Phan Rang- Thap Cham",11.576982866,108.986539024
20986,Buôn Ma Thuột,"Bmv, Ban Me Thaut, Ban Me Thnot",12.679682662,108.044736733
20987,Quy Nhơn,"Ki N'On, Ki N’On, Kin-Hon",13.770408993,109.232666989
20988,Quảng Ngãi,"Kang Ngei, Kuangngaj, Kwang Ngai",15.119003653,108.809559749
20989,Sơn La,"Son La, Son La Chau, Son Lu",21.328264299,103.900525153
20990,Nam Định,"Nam Din, Nam Dinh, Nam Gjinh",20.423032754,106.168379395
20991,Hai Duong,"Hai Doong, Hai Duong, Hai Dzung",20.943087769,106.322538771
20992,Việt Trì,"Viet Tri, Vietri, Việt Trì",21.32595542,105.387726065
20993,Vĩnh Yên,"Vieh Yen, Vinh Yen, Vĩnh Yên",21.311249538,105.593089147
20994,Kaiping,"Ch'Ang-Sha-Chen, Changsha, Changsha Jiedao",22.36994166,112.68815393
20995,Gurgaon,Gurugram,28.460097179,77.026345508
20996,Sainshand,"Buyant-Uhaa, Dalai Sain Shanda, Dalay Sayn Shanda",44.88839124,110.143126243
20997,Gyeongju-Si,"Gyeongju, Keishu, Keishū",35.855670417,129.224881025
20998,Pyeongtaek-Si,"Heitaku, Heitaku-Ri, P'Yongt'Aek",36.992496545,127.112716779
20999,Gangneung-Si,"Gangneung, Gangreung, Kag",37.752531231,128.875952287
21000,Sakaide,"Sakaide, Sakaide-Cho",34.315686872,133.861694998
21001,Mörön,"Moeroen, Moron, Moron'I Hurie",49.628481034,100.174557046
21002,Arvaikheer,"Avk, Arbai Khere, Arbay Heere",46.268188457,102.78631474
21003,Darkhan,"Darchan, Darhan, Darkhan",49.492242754,105.936161282
21004,Şırnak,"Shirnak, Sirnak, Şırnak",37.519247946,42.460566448
21005,King Edward Point,"Gritviken, Griutvikenas, Grjutviken",-54.28393632,-36.49641042
21006,Cantón Santo Domingo De Los Colorados,Cantón Santo Domingo De Los Colorados,-0.244449866000025,-79.175831503
21007,Santa Rita,"",10.20687186,-67.558774801
21008,El Seibo,"",18.764065188,-69.037453161
21009,Monte Cristi,"",19.845049065,-71.642373654
21010,San Antonio De Los Altos,"",10.375134627,-66.966540954
21011,Mbombela,"Mbombela, Nlp, Nelsprojt",-25.481944076,30.984721932
21012,Commune D'Adjarra,"",6.52500404699998,2.66477352599998
21013,Assighassia,"",11.135683123,13.883007373
21014,Sennar,"Sannar, Sannār, Sinnar",13.542405385,33.610355448
21015,Al Goled,"Al Qulayd Qibli, Al Qulayd Qiblī, El Guleid Qibli",18.504649895,30.63308324
21016,Kerma,"Karma An Nuzul, Karmah, Karmah An Nuzul",19.593097941,30.409101689
21017,Al Khurmah,"Al Khurmah, Khurma, Khurmah",21.943024593,42.034183728
21018,Fierzë,"Fiera, Fierza, Fierze",42.265309595,20.02935865
21019,Al Nubaria,النوبارية الجديدة,30.666388733,30.076575077
21020,Jericho,"",31.855986988,35.45988508
21021,Tyre,صور,33.2696606585,35.2029426205
21022,Nabatieh,نبطية التحتا,33.38112892,35.482598948
21023,Marjeyoun,مرجعيون,33.359885154,35.591655387
21024,Najaf,"Al Najaf Al Ashraf, An Najaf, An Najaf Al Ashraf",31.998690605,44.331577849
21025,Hindiya,"Al Hindiyah, Al Hindīyah, Hindiya",32.543212272,44.221980736
21026,Fallujah,"Al Falluja, Al Fallujah, Al Fallūja",33.353213662,43.787567398
21027,Çanakkale,"Abydus, Ckz, Canakale",40.153495125,26.414093266
21028,Hubballi,Hubli Dharwad,15.351837752,75.137984766
21029,Al Hartha,"Al Harithah, Al Harthah, Al Hārithah",30.590663937,47.77445996
21030,Amarah,"Al `Amarah, Al ‘Amārah, Amara",31.849770717,47.149646578
21031,Eghlid,"Eklid, Eklīd, Eqlid",30.892577743,52.688495953
21032,Tarinkot,"",32.621813234,65.868793858
21033,Sulaymaniyah,"Al-Sulaimaniya, As Sulaymaniyah, As Sulaymānīyah",35.557050029,45.442596224
21034,Pardis,"Jadid Pardis, Jadīd Pardīs, Shahr-E Jadid-E Pardis",35.737122646,51.817214888
21035,Rafael Castillo,"",-34.713962165,-58.624935457
